        12         12         34
        12         12         36
        12         12         38
        12         12         42
        12         12         51
        12         12         56
        12         12         57
        12         12         58
        12         12         59
        12         12         61
        12         12         69
        12         12         70
        12         12         72
        12         12         73
        12         12         79
        12         12         81
        12         12         86
        12         12         90
        12         12         91
        13         13          1
        13         13          3
        13         13          6
        13         13          7
        13         13          8
        13         13          9
        13         13         10
        13         13         13
        13         13         16
        13         13         21
        13         13         24
        13         13         25
        13         13         27
        13         13         31
        13         13         33
        13         13         47
        13         13         57
        13         13         61
        13         13         70
        13         13         73
        13         13         79
        13         13         81
        13         13         82
        13         13         84
        13         13         90
        13         13         92
        13         13         95
        14         14          1
        14         14          2
        14         14          6
        14         14         21
        14         14         24
        14         14         30
        14         14         33
        14         14         34
        14         14         39
        14         14         47
        14         14         54
        14         14         61
        14         14         68
        14         14         83
        14         14         84
        14         14         90
        15         15          2
        15         15          8
        15         15          9
        15         15         10
        15         15         16
        15         15         21
        15         15         28
        15         15         32
        15         15         33
        15         15         34
        15         15         36
        15         15         38
        15         15         47
        15         15         49
        15         15         59
        15         15         61
        15         15         64
        15         15         69
        15         15         71
        15         15         73
        15         15         79
        15         15         80
        15         15         81
        15         15         84
        15         15         85
        15         15         86
        15         15         92
        15         15         96
        16         16          0
        16         16          2
        16         16          3
        16         16          6
        16         16          9
        16         16         12
        16         16         16
        16         16         23
        16         16         36
        16         16         38
        16         16         42
        16         16         45
        16         16         53
        16         16         54
        16         16         56
        16         16         61
        16         16         63
        16         16         71
        16         16         84
        16         16         92
        16         16         94
        16         16         96
        17         17          0
        17         17          6
        17         17         12
        17         17         16
        17         17         24
        17         17         26
        17         17         27
        17         17         28
        17         17         33
        17         17         34
        17         17         40
        17         17         50
        17         17         56
        17         17         59
        17         17         61
        17         17         73
        17         17         80
        17         17         81
        17         17         82
        17         17         84
        17         17         90
        17         17         92
        18         18         16
        18         18         17
        18         18         21
        18         18         27
        18         18         34
        18         18         36
        18         18         40
        18         18         46
        18         18         47
        18         18         52
        18         18         58
        18         18         61
        18         18         62
        18         18         64
        18         18         70
        18         18         73
        18         18         74
        18         18         79
        18         18         82
        18         18         84
        18         18         86
        18         18         88
        18         18         90
        18         18         95
        19         19          0
        19         19          1
        19         19          7
        19         19         10
        19         19         12
        19         19         16
        19         19         17
        19         19         21
        19         19         23
        19         19         26
        19         19         27
        19         19         28
        19         19         34
        19         19         36
        19         19         38
        19         19         40
        19         19         58
        19         19         59
        19         19         61
        19         19         70
        19         19         73
        19         19         74
        19         19         75
        19         19         79
        19         19         80
        19         19         82
        19         19         84
        19         19         90
        19         19         96
        20         20          1
        20         20          2
        20         20          6
        20         20         12
        20         20         16
        20         20         17
        20         20         19
        20         20         21
        20         20         23
        20         20         27
        20         20         36
        20         20         38
        20         20         40
        20         20         42
        20         20         48
        20         20         50
        20         20         58
        20         20         61
        20         20         66
        20         20         68
        20         20         73
        20         20         79
        20         20         84
        20         20         96
        20         20         97
        21         21          2
        21         21          7
        21         21         10
        21         21         12
        21         21         17
        21         21         23
        21         21         27
        21         21         33
        21         21         34
        21         21         38
        21         21         42
        21         21         49
        21         21         56
        21         21         60
        21         21         61
        21         21         65
        21         21         70
        21         21         79
        21         21         82
        21         21         84
        21         21         85
        21         21         90
        21         21         91
        21         21         92
        21         21         93
        21         21         95
        21         21         97
        22         22          2
        22         22          3
        22         22          5
        22         22         10
        22         22         16
        22         22         23
        22         22         31
        22         22         34
        22         22         40
        22         22         58
        22         22         61
        22         22         64
        22         22         69
        22         22         72
        22         22         73
        22         22         79
        22         22         80
        22         22         84
        22         22         93
        23         23          0
        23         23          2
        23         23          7
        23         23          8
        23         23         11
        23         23         18
        23         23         19
        23         23         23
        23         23         24
        23         23         27
        23         23         32
        23         23         38
        23         23         39
        23         23         49
        23         23         51
        23         23         56
        23         23         61
        23         23         68
        23         23         73
        23         23         82
        23         23         83
        23         23         84
        24         24          1
        24         24          6
        24         24         12
        24         24         16
        24         24         21
        24         24         24
        24         24         30
        24         24         42
        24         24         56
        24         24         61
        24         24         66
        24         24         68
        24         24         69
        24         24         70
        24         24         73
        24         24         82
        24         24         83
        24         24         84
        24         24         90
        24         24         93
        25         25          2
        25         25          8
        25         25          9
        25         25         10
        25         25         16
        25         25         21
        25         25         25
        25         25         33
        25         25         38
        25         25         58
        25         25         62
        25         25         68
        25         25         69
        25         25         79
        25         25         84
        25         25         90
        25         25         92
        25         25         96
        26         26          1
        26         26          2
        26         26          3
        26         26          6
        26         26          9
        26         26         11
        26         26         12
        26         26         17
        26         26         21
        26         26         23
        26         26         26
        26         26         38
        26         26         54
        26         26         61
        26         26         65
        26         26         73
        26         26         83
        26         26         84
        26         26         93
        26         26         97
        26         26         98
        27         27          0
        27         27          6
        27         27         16
        27         27         17
        27         27         19
        27         27         21
        27         27         23
        27         27         27
        27         27         28
        27         27         33
        27         27         34
        27         27         36
        27         27         38
        27         27         51
        27         27         59
        27         27         61
        27         27         65
        27         27         69
        27         27         78
        27         27         80
        27         27         84
        27         27         87
        27         27         92
        28         28          0
        28         28          1
        28         28          2
        28         28          6
        28         28         16
        28         28         17
        28         28         21
        28         28         23
        28         28         24
        28         28         25
        28         28         26
        28         28         27
        28         28         28
        28         28         34
        28         28         37
        28         28         38
        28         28         45
        28         28         47
        28         28         57
        28         28         63
        28         28         65
        28         28         72
        28         28         73
        28         28         79
        28         28         83
        28         28         84
        28         28         90
        28         28         98
        29         29          2
        29         29         16
        29         29         33
        29         29         34
        29         29         38
        29         29         40
        29         29         46
        29         29         61
        29         29         65
        29         29         68
        29         29         70
        29         29         84
        29         29         90
        29         29         95
        29         29         96
        30         30          0
        30         30          1
        30         30          2
        30         30          6
        30         30          7
        30         30         12
        30         30         13
        30         30         16
        30         30         19
        30         30         21
        30         30         23
        30         30         32
        30         30         33
        30         30         34
        30         30         38
        30         30         40
        30         30         47
        30         30         51
        30         30         52
        30         30         56
        30         30         65
        30         30         66
        30         30         68
        30         30         72
        30         30         73
        30         30         79
        30         30         84
        30         30         85
        30         30         93
        30         30         95
        30         30         96
        31         31          0
        31         31         17
        31         31         19
        31         31         21
        31         31         25
        31         31         27
        31         31         28
        31         31         33
        31         31         34
        31         31         38
        31         31         40
        31         31         41
        31         31         47
        31         31         53
        31         31         61
        31         31         66
        31         31         68
        31         31         73
        31         31         74
        31         31         80
        31         31         81
        31         31         82
        31         31         84
        31         31         96
        32         32          0
        32         32         10
        32         32         11
        32         32         12
        32         32         14
        32         32         17
        32         32         19
        32         32         23
        32         32         29
        32         32         34
        32         32         40
        32         32         46
        32         32         47
        32         32         49
        32         32         57
        32         32         61
        32         32         66
        32         32         69
        32         32         70
        32         32         73
        32         32         80
        32         32         82
        32         32         91
        32         32         96
        33         33          1
        33         33          5
        33         33          8
        33         33         10
        33         33         13
        33         33         16
        33         33         17
        33         33         21
        33         33         23
        33         33         25
        33         33         34
        33         33         40
        33         33         42
        33         33         61
        33         33         65
        33         33         70
        33         33         73
        33         33         74
        33         33         83
        33         33         84
        33         33         90
        33         33         92
        33         33         93
        33         33         95
        34         34          2
        34         34          8
        34         34          9
        34         34         12
        34         34         19
        34         34         21
        34         34         23
        34         34         27
        34         34         33
        34         34         34
        34         34         36
        34         34         38
        34         34         40
        34         34         56
        34         34         57
        34         34         61
        34         34         68
        34         34         70
        34         34         81
        34         34         84
        34         34         85
        34         34         90
        34         34         98
        35         35          8
        35         35          9
        35         35         16
        35         35         19
        35         35         23
        35         35         27
        35         35         33
        35         35         36
        35         35         50
        35         35         60
        35         35         61
        35         35         79
        35         35         80
        35         35         86
        35         35         90
        35         35         92
        35         35         93
        36         36          1
        36         36         10
        36         36         13
        36         36         16
        36         36         19
        36         36         21
        36         36         27
        36         36         33
        36         36         40
        36         36         42
        36         36         51
        36         36         61
        36         36         65
        36         36         83
        36         36         84
        36         36         92
        36         36         93
        36         36         95
        36         36         98
        37         37          2
        37         37          3
        37         37          6
        37         37          7
        37         37         12
        37         37         16
        37         37         21
        37         37         24
        37         37         26
        37         37         27
        37         37         32
        37         37         38
        37         37         51
        37         37         59
        37         37         60
        37         37         61
        37         37         66
        37         37         68
        37         37         70
        37         37         73
        37         37         79
        37         37         82
        37         37         84
        37         37         88
        37         37         90
        37         37         92
        38         38          8
        38         38         10
        38         38         14
        38         38         16
        38         38         17
        38         38         21
        38         38         23
        38         38         27
        38         38         34
        38         38         36
        38         38         38
        38         38         40
        38         38         45
        38         38         49
        38         38         51
        38         38         60
        38         38         61
        38         38         74
        38         38         80
        38         38         84
        38         38         86
        38         38         90
        38         38         96
        39         39         12
        39         39         16
        39         39         23
        39         39         34
        39         39         38
        39         39         40
        39         39         45
        39         39         50
        39         39         54
        39         39         56
        39         39         61
        39         39         66
        39         39         67
        39         39         73
        39         39         77
        39         39         84
        39         39         95
        39         39         97
        40         40          0
        40         40          1
        40         40          6
        40         40          8
        40         40         13
        40         40         16
        40         40         17
        40         40         19
        40         40         21
        40         40         23
        40         40         26
        40         40         34
        40         40         36
        40         40         37
        40         40         38
        40         40         40
        40         40         42
        40         40         47
        40         40         48
        40         40         49
        40         40         53
        40         40         56
        40         40         69
        40         40         73
        40         40         74
        40         40         77
        40         40         80
        40         40         82
        40         40         83
        40         40         85
        40         40         90
        40         40         93
        40         40         96
        41         41          0
        41         41          8
        41         41         16
        41         41         21
        41         41         23
        41         41         30
        41         41         33
        41         41         49
        41         41         58
        41         41         61
        41         41         70
        41         41         82
        41         41         83
        42         42          0
        42         42          6
        42         42          7
        42         42         16
        42         42         17
        42         42         19
        42         42         27
        42         42         28
        42         42         31
        42         42         32
        42         42         34
        42         42         36
        42         42         38
        42         42         42
        42         42         47
        42         42         48
        42         42         49
        42         42         51
        42         42         59
        42         42         61
        42         42         66
        42         42         76
        42         42         84
        43         43          0
        43         43          3
        43         43          6
        43         43         12
        43         43         16
        43         43         23
        43         43         27
        43         43         30
        43         43         34
        43         43         38
        43         43         40
        43         43         42
        43         43         43
        43         43         49
        43         43         53
        43         43         61
        43         43         69
        43         43         73
        43         43         74
        43         43         79
        43         43         80
        43         43         83
        43         43         90
        43         43         91
        43         43         92
        43         43         96
        43         43         97
        44         44          0
        44         44          1
        44         44          6
        44         44          8
        44         44         16
        44         44         21
        44         44         28
        44         44         32
        44         44         38
        44         44         41
        44         44         42
        44         44         46
        44         44         51
        44         44         53
        44         44         58
        44         44         61
        44         44         64
        44         44         65
        44         44         79
        44         44         81
        44         44         90
        44         44         92
        44         44         93
        44         44         96
        45         45          1
        45         45          8
        45         45         16
        45         45         19
        45         45         21
        45         45         24
        45         45         33
        45         45         34
        45         45         36
        45         45         38
        45         45         40
        45         45         51
        45         45         58
        45         45         61
        45         45         72
        45         45         74
        45         45         82
        45         45         84
        45         45         87
        45         45         96
        45         45         97
        46         46          1
        46         46          2
        46         46          6
        46         46          8
        46         46          9
        46         46         10
        46         46         16
        46         46         17
        46         46         21
        46         46         27
        46         46         28
        46         46         33
        46         46         38
        46         46         42
        46         46         51
        46         46         58
        46         46         61
        46         46         68
        46         46         82
        46         46         84
        46         46         87
        46         46         90
        46         46         91
        46         46         92
        47         47          1
        47         47          2
        47         47          6
        47         47          7
        47         47          8
        47         47          9
        47         47         12
        47         47         15
        47         47         16
        47         47         17
        47         47         19
        47         47         21
        47         47         23
        47         47         26
        47         47         37
        47         47         42
        47         47         47
        47         47         50
        47         47         51
        47         47         61
        47         47         72
        47         47         73
        47         47         80
        47         47         84
        47         47         90
        47         47         92
        47         47         93
        47         47         94
        48         48          0
        48         48          2
        48         48          6
        48         48          8
        48         48          9
        48         48         10
        48         48         11
        48         48         17
        48         48         23
        48         48         27
        48         48         33
        48         48         34
        48         48         38
        48         48         40
        48         48         51
        48         48         57
        48         48         58
        48         48         59
        48         48         61
        48         48         66
        48         48         68
        48         48         81
        48         48         84
        48         48         92
        48         48         93
        48         48         94
        48         48         96
        49         49          1
        49         49          7
        49         49         10
        49         49         12
        49         49         16
        49         49         27
        49         49         30
        49         49         33
        49         49         38
        49         49         40
        49         49         42
        49         49         45
        49         49         46
        49         49         47
        49         49         61
        49         49         65
        49         49         79
        49         49         80
        49         49         83
        49         49         84
        49         49         92
        49         49         96
        50         50         12
        50         50         16
        50         50         21
        50         50         28
        50         50         33
        50         50         38
        50         50         40
        50         50         50
        50         50         54
        50         50         56
        50         50         59
        50         50         61
        50         50         68
        50         50         69
        50         50         73
        50         50         78
        50         50         79
        50         50         84
        50         50         90
        50         50         93
        50         50         94
        50         50         96
        50         50         97
        51         51          1
        51         51          2
        51         51          8
        51         51         10
        51         51         16
        51         51         17
        51         51         21
        51         51         23
        51         51         24
        51         51         33
        51         51         38
        51         51         42
        51         51         45
        51         51         46
        51         51         47
        51         51         58
        51         51         59
        51         51         61
        51         51         71
        51         51         73
        51         51         74
        51         51         79
        51         51         82
        51         51         83
        51         51         84
        51         51         86
        51         51         90
        51         51         92
        51         51         94
        51         51         95
        51         51         96
        52         52          2
        52         52          7
        52         52          9
        52         52         10
        52         52         16
        52         52         21
        52         52         25
        52         52         33
        52         52         38
        52         52         40
        52         52         47
        52         52         61
        52         52         73
        52         52         79
        52         52         80
        52         52         82
        52         52         84
        52         52         91
        52         52         93
        53         53          6
        53         53          7
        53         53          8
        53         53         16
        53         53         19
        53         53         21
        53         53         25
        53         53         36
        53         53         38
        53         53         40
        53         53         49
        53         53         53
        53         53         58
        53         53         59
        53         53         61
        53         53         65
        53         53         66
        53         53         84
        53         53         86
        53         53         90
        53         53         92
        53         53         95
        53         53         97
        54         54          0
        54         54          6
        54         54          7
        54         54          8
        54         54         10
        54         54         12
        54         54         16
        54         54         19
        54         54         27
        54         54         34
        54         54         36
        54         54         38
        54         54         40
        54         54         42
        54         54         47
        54         54         48
        54         54         51
        54         54         53
        54         54         57
        54         54         58
        54         54         61
        54         54         65
        54         54         68
        54         54         69
        54         54         70
        54         54         77
        54         54         82
        54         54         90
        54         54         92
        55         55          5
        55         55          8
        55         55         12
        55         55         16
        55         55         17
        55         55         27
        55         55         33
        55         55         34
        55         55         40
        55         55         46
        55         55         51
        55         55         56
        55         55         69
        55         55         70
        55         55         73
        55         55         82
        55         55         84
        55         55         94
        56         56          1
        56         56          2
        56         56          3
        56         56          8
        56         56         12
        56         56         17
        56         56         21
        56         56         23
        56         56         26
        56         56         40
        56         56         42
        56         56         51
        56         56         61
        56         56         64
        56         56         68
        56         56         70
        56         56         73
        56         56         77
        56         56         78
        56         56         84
        56         56         90
        56         56         93
        56         56         97
        57         57          0
        57         57          1
        57         57          2
        57         57          7
        57         57          8
        57         57         12
        57         57         13
        57         57         17
        57         57         21
        57         57         24
        57         57         25
        57         57         28
        57         57         32
        57         57         33
        57         57         34
        57         57         40
        57         57         42
        57         57         46
        57         57         54
        57         57         57
        57         57         59
        57         57         62
        57         57         68
        57         57         73
        57         57         80
        57         57         81
        57         57         84
        57         57         85
        57         57         92
        57         57         95
        57         57         98
        58         58          0
        58         58          7
        58         58          8
        58         58         10
        58         58         12
        58         58         17
        58         58         21
        58         58         28
        58         58         34
        58         58         37
        58         58         40
        58         58         45
        58         58         48
        58         58         58
        58         58         61
        58         58         68
        58         58         73
        58         58         84
        58         58         90
        58         58         91
        59         59          1
        59         59         17
        59         59         19
        59         59         23
        59         59         26
        59         59         28
        59         59         33
        59         59         38
